,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,categories
48323,fzNC7RP-MB7hPq0o7ricSA,"""Rapido""","""77 - 79 Broughton Street, New Town""",Edinburgh,EDH,EH1 3RJ,55.9582455,-3.1894817000000004,4.0,17,1,Restaurants;Fish & Chips
48346,KbI5OOTOGUwh8aeiSU4b6A,"""Chaska""","""Leith Walk, 1 Albert Place""",Edinburgh,EDH,EH7 5HN,55.962457666000006,-3.1789157939,2.5,3,0,Indian;Restaurants
48373,54JEijqDAJF94WF0BfYO-Q,"""Kampong Ah Lee""","""28 Clerk Street""",Edinburgh,EDH,EH8 9HX,55.942677,-3.1823808999999996,4.0,29,1,Chinese;Malaysian;Restaurants
48567,kn1fdOii3QlMTr1ohB2JZg,"""Ecos""","""Unit 373, 375 Leith Walk""",Edinburgh,EDH,EH7 4,55.9633155,-3.1783771,3.5,3,0,Coffee & Tea;Restaurants;Food;Cafes
48571,k3XlKwaRoBiiJWCPlXAWdA,"""Delta Indian Takeway""","""27 Roseburn Terrace""",Edinburgh,EDH,EH12 5NG,55.945425199999995,-3.2344624,4.0,5,1,Restaurants;Indian
48735,scnWmw-edweZpj-N3kk9gQ,"""Tres Potrillos""","""3175 Medina Rd""",Medina,OH,44256,41.1369331506,-81.81532115270001,3.5,52,1,Restaurants;Mexican
48872,kIfDZ2mno703JvIu8hlfuQ,"""Dario's""","""85-87 Lothian Road""",Edinburgh,EDH,EH3 9AW,55.946543000000005,-3.2053449,3.0,10,0,Restaurants;Italian
49112,fJo5N8tS3_O83vkwXH2OMA,"""Olive Tree""","""27 Marshall Street, Newington""",Edinburgh,EDH,EH8 9BJ,55.94242560000001,-3.1842824,3.5,10,1,Mediterranean;Restaurants
49331,Fppy5re0jwpdHcRVRPlBOw,"""Strada""","""15 Castle Street""",Edinburgh,EDH,EH2 3AH,55.951469421400006,-3.2026789187999998,3.0,13,1,Restaurants;Italian
49338,M8r8_asmCqkcn9g23G7d9Q,"""The Wee Boulangerie""","""67 Clerk Street""",Edinburgh,MLN,EH8 9JG,55.941713899999996,-3.1818301,4.5,15,1,Bakeries;Food;French;Restaurants
49357,HcfwrlljJpfLh71znq47zw,"""Martin Wishart""","""54 Shore, Leith""",Edinburgh,EDH,EH6 6,55.975601,-3.170397,5.0,24,1,Restaurants;French;British
49368,Pw2ti1aFvhECxTEeQOrbeQ,"""Le Marche Francais""","""9a W Maitland Street""",Edinburgh,EDH,EH12 5DS,55.94661329999999,-3.2155424,4.5,13,1,Food;Beer;Wine & Spirits;Cafes;French;Restaurants
49557,OeEFy7MvilARAcZ9n6pwow,"""Rockne's""","""5121 Buehlers Dr""",Medina,OH,44256,41.1358602,-81.8146597,3.0,21,1,Beer Bar;American (New);Bars;Restaurants;Nightlife;Sandwiches
49602,RYih1E4SFptthlWbcupm2g,"""Bistro Provence""","""88 Commercial Street""",Edinburgh,EDH,EH6 6LX,55.977025100000006,-3.1727333,3.5,5,1,Restaurants;French
49617,7qVh_0o6oQQ_f63ygDo60A,"""Magic Kitchen""","""60 Manse Road""",Edinburgh,EDH,EH12 7SS,55.941061499999996,-3.2843567000000005,4.0,4,1,Chinese;Restaurants;Fast Food
49635,5AxF-pmg8dhkD0nXT_caqw,"""No. 11 Boutique Hotel""","""11 Brunswick Street""",Edinburgh,EDH,EH7 5JB,55.958997200000006,-3.1796523,4.5,4,1,Food;Event Planning & Services;Hotels;Hotels & Travel;Cafes;Tea Rooms;Brasseries;Restaurants
49778,b02gzPBTJyrFrvOdClQnEg,"""Charwood""","""Fairmilehead, 47 Buckstone Terrace""",Edinburgh,EDH,EH10 6QJ,55.905136,-3.2072279999999997,3.0,5,1,Nightlife;Burgers;Restaurants;Pizza;Bars
49875,SQMPyXuLFJt_XLI1Q4cKsA,"""Giulianos""","""1 Commercial Street, The Shore Leith""",Edinburgh,EDH,EH6 6JA,55.97631510000001,-3.1708689999999997,4.0,4,1,Italian;Restaurants
49934,OghZizVgCAs1mOTbUr3SyQ,"""Zucca Restaurant""","""15 Grindlay Street""",Edinburgh,EDH,EH3 9AX,55.946772100000004,-3.2043397999999996,4.0,13,1,Italian;Restaurants
50086,qNcgI0ENsfX80mP-u33B9A,"""Au Bar""","""101 Shandwick Place""",Edinburgh,EDH,EH2 4SD,55.9490512,-3.2107314,3.5,18,1,Restaurants;Pubs;Nightlife;Gastropubs;Bars
50168,anUNYzCead836xCGFBF6Wg,"""Chang Thai""","""29 Cockburn Street""",Edinburgh,MLN,EH1 1BN,55.9507162,-3.1900492999999996,4.0,6,1,Thai;Restaurants
50280,tPjXU6kPaTGrIBwykYon1A,"""Rocco Restaurant""","""192a High Street""",Edinburgh,EDH,EH1 1RW,55.949092900000004,-3.1892475,3.0,5,0,Restaurants;Italian
50380,pvuqXq2ricB1klqZxxRVCg,"""Mercure Hotel""","""Princes Street""",Edinburgh,EDH,,55.9523619029,-3.1953038054,3.5,5,1,Event Planning & Services;Restaurants;Hotels & Travel;Hotels
50446,7Up7rbKcuv5PLZDQJpM6Aw,"""Cafe Nemrut""","""255 Leith Walk""",Edinburgh,EDH,EH6,55.9661277,-3.1753728,3.5,3,1,Restaurants;Turkish
50766,cor7ETKWkkWCeayazhoMuw,"""Hispaniola""","""3 Drummond Street""",Edinburgh,EDH,EH8 9TT,55.9477272034,-3.1846129894,3.5,3,1,Restaurants;Italian
51000,OlJODULZWPGLZP_ntZfSfQ,"""Shapla Takeaway""","""87 Easter Rd""",Edinburgh,EDH,EH7 5PW,55.9600699,-3.1716409,4.5,12,1,Indian;Restaurants;Fast Food
51030,bR9ssXGyndYiggzyU0l_0A,"""Pizza Paradise""","""4-6 South Bridge""",Edinburgh,EDH,EH1 1LL,55.949901399999995,-3.1871789,1.5,19,1,Restaurants;Italian;Pizza
51052,zdwuGTurpXbw7YBWIRt4xA,"""Bar Brig""","""96-98 Leith Walk""",Edinburgh,EDH,EH6 5HB,55.9690669,-3.1730624,3.5,4,1,American (Traditional);Burgers;Restaurants;Nightlife;Bars
51072,CnjEM8ltuXD9PrpvYPzMbQ,"""Giovanni's Fish Bar""","""94 Northfield Broadway""",Edinburgh,EDH,EH8 7RU,55.9552713,-3.1405576,4.0,7,1,Restaurants;Fish & Chips
51308,idgPC3epYfu_XufpsPwncw,"""Mr Rapid Rolls""","""77 Fountainbridge""",Edinburgh,EDH,EH3 9PU,55.9444046,-3.2056598999999997,3.0,6,1,Coffee & Tea;Food;Restaurants;Fast Food
51333,m5CY1jy3dvBw8J4iiCBlXw,"""Crofters""","""1 Sighthill Court""",Edinburgh,EDH,EH11 4BW,55.92293539999999,-3.2886882000000006,3.5,3,1,Burgers;Restaurants;Bars;Steakhouses;Nightlife;Pubs
51482,Wg6fKmeGi77hXs5nUBH1BA,"""Canny Man's""","""237 Morningside Road""",Edinburgh,EDH,EH10 4QU,55.927653181000004,-3.2089770561,3.5,42,1,Bars;Pubs;Nightlife;Restaurants;Seafood
51532,ry_c9N_E4zmB3VlyLDE26Q,"""Raj Restaurant""","""91 Henderson Street""",Edinburgh,EDH,EH6 6BT,55.9720264,-3.172967,3.0,13,0,Restaurants;Indian;Pakistani
51552,0RGUYLMLFwy_05iiY4kiTA,"""Delhi Diner""","""38 Mayfield Gardens""",Edinburgh,EDH,EH9 2BY,55.931250600000006,-3.1720702000000003,4.0,4,1,Pakistani;Indian;Restaurants
51728,xlwsmdwqhd8iN2cv_H7TMA,"""Demijohn - The Liquid Deli""","""32 Victoria Street""",Edinburgh,EDH,EH1 2JW,55.948620700000006,-3.1943651,4.5,24,1,Delicatessen;Beer;Wine & Spirits;Flowers & Gifts;Shopping;Food;Specialty Food;Gift Shops;Restaurants
51944,ApWggpJxz6yvVccJURF7MQ,"""Nachos Fiesta""","""Fountain Park Centre""",Edinburgh,EDH,EH11 1AF,55.9414976054,-3.2178568839999997,3.5,7,0,Restaurants;Mexican
52166,jY4H5--fV0js-nSiBnsLYw,"""Cafe Praline""","""91 Leith Walk""",Edinburgh,EDH,EH6 8LX,55.9691568172,-3.1728891802,4.5,3,1,Food;Coffee & Tea;Restaurants;Breakfast & Brunch
52185,UbycymnVPeXDpKCgMssZhA,"""Dominic's Italian Restaurant""","""221 S Jefferson St""",Medina,OH,44256,41.1375297,-81.8608377,3.5,41,1,Delis;Restaurants;Italian
52210,83R3UWb_pQeAdDuxwyJXSw,"""Coro The Chocolate Cafe""","""5 Howard Street""",Edinburgh,EDH,EH3 5JP,55.962964299999996,-3.2005822,3.5,4,1,Coffee & Tea;Desserts;Patisserie/Cake Shop;Sandwiches;Food;Restaurants
52225,cNAyzZO_vX2Ib_sfkZdrLg,"""Shri Bheemas Indian Restaurant""","""14A Nicolson Street""",Edinburgh,EDH,EH8 9DH,55.946855799999994,-3.1855825,5.0,4,1,Indian;Restaurants;Halal
52233,TI8BCPSStuOgnqBHyTtG9Q,"""Sheraton Grand Hotel & Spa""","""1 Festival Square""",Edinburgh,EDH,EH3 9SR,55.9473697,-3.2062748,4.0,40,1,Event Planning & Services;Day Spas;British;Hotels;Venues & Event Spaces;Beauty & Spas;French;Restaurants;Hotels & Travel
52395,CwV4b3fhMs7JEM8_NFYe9w,"""Forage and Chatter""","""1A Alva Street""",Edinburgh,EDH,EH2 4PH,55.9506819675,-3.209800612,5.0,6,1,Restaurants;Scottish
52463,aCul-vH-5hCxX6XZs0g22A,"""Dubh Prais Restaurant""","""123b High St""",Edinburgh,EDH,EH1 1SG,55.950401600000006,-3.1867083,4.5,20,1,British;Restaurants
52531,iCpIIYTZSlNP6HKb7ubTpw,"""Brew Lab West End""","""3A Queensferry Street Lane""",Edinburgh,EDH,EH2 4PF,55.95033297729999,-3.2094069924,4.0,5,0,Restaurants;Food;Cafes;Coffee & Tea
52548,Q9okoaXayZ4kFUMI7byaDA,"""Coffee Corner""","""68 ST Marys Street""",Edinburgh,EDH,EH1 1SX,55.949327399999994,-3.1831482999999996,3.5,4,0,Restaurants;Food;Coffee & Tea;Pizza
52776,X1OnZ6sy5c5TmZCDwCR1Gg,"""Roti Restaurant""","""73 Morrison Street""",Edinburgh,EDH,EH3 8HH,55.945643200000006,-3.2094772999999996,2.5,4,0,Indian;Restaurants
52872,Eho3fnzWStx4YgXkhbVNQQ,"""The Milkman""","""7 Cockburn Street""",Edinburgh,EDH,EH1 1BP,55.9507364,-3.1902588,4.5,28,1,Restaurants;Food;Coffee & Tea;Cafes
52938,vrEwYWESbL5fDEzdZacJnA,"""Qupi""","""171 Leith Walk""",Edinburgh,EDH,EH6 8NR,55.967569,-3.1740293,4.0,12,1,Food;Restaurants;Greek;Coffee & Tea
53007,RsbYvQHQdya3Rb_mNplx3w,"""Peach Garden Chinese Restaurant""","""44 St Johns Road""",Edinburgh,EDH,EH12 6PA,55.9428970388,-3.2802021502999996,3.0,4,1,Asian Fusion;Chinese;Restaurants
53254,-N1Fe6JsaAJqP6Prst9jXQ,"""Gannet and Guga""","""Unit 2-3 The Arches, East Market Street""",Edinburgh,EDH,EH8 8FS,55.951444360699995,-3.1862163691000003,4.5,5,1,Breakfast & Brunch;Vietnamese;Food;Sandwiches;Restaurants;Delis;Salad;Coffee & Tea
53353,GS06uO84yKQpa7oezgVZgQ,"""Café Saint Honoré""","""34 Thistle Street Lane NW""",Edinburgh,EDH,EH2 1EA,55.9540375744,-3.200225138,4.5,27,1,French;Restaurants
53673,cQW__mI_2EAFpwmkfIfnSQ,"""Fort Kinnaird""","""Kinnaird Park, 32 Fleming House""",Edinburgh,EDH,EH15 3RD,55.9350844,-3.104329,3.5,26,1,Shopping;Restaurants;Shopping Centers
53755,DSRoL6Ass9odGAn_9LIYLA,"""Esha's""","""46 S Clerk St""",Edinburgh,EDH,EH8 9PS,55.940089,-3.1806153999999998,2.5,3,1,Restaurants;Chicken Wings
53921,miyn3PxGm67XmLnwl95Cbg,"""Garibaldi's""","""97a Hanover Street""",Edinburgh,EDH,EH2 1DJ,55.9544863,-3.1974982999999995,4.0,13,1,Restaurants;Mexican
54029,klzCMxmhrHWZeNseS4GKFg,"""Café Marlayne""","""76 Thistle Street""",Edinburgh,EDH,EH2 1EN,55.9537122,-3.2002956,4.5,36,1,French;Restaurants
54061,PiT0jyLL2Jwm2ODTDapOcg,"""The Mosque Kitchen""","""31 Nicholson Square""",Edinburgh,EDH,EH8 9BX,55.94572339999999,-3.1855094,4.0,77,1,Restaurants;Indian;Local Flavor;Specialty Food;Ethnic Food;Food
54109,Y04W7U7KFsBP8WCtpO50wg,"""Subway""","""965 N Court St""",Medina,OH,44256,41.1512104,-81.86329599999999,1.5,6,1,Sandwiches;Restaurants;Fast Food
54139,mk4RhEPPgoFoAyScFCjCbQ,"""Tapas Ole""","""Eyre Place""",Edinburgh,EDH,EH3 5ES,55.96090279999999,-3.1996697999999997,3.5,3,0,Restaurants;Spanish
54635,2vOHS-_p5ylEf0BGR1dO9w,"""Smoke Stack""","""53-55 Broughton Street""",Edinburgh,EDH,EH1 3RJ,55.958063100000004,-3.188962,3.5,47,1,Steakhouses;British;Barbeque;American (Traditional);Restaurants
54715,69whQdlXzmGsLGz3T1iKkQ,"""Mr Basrai's""","""130 Dundee Street, Unit 7 Fountain Park""",Edinburgh,EDH,EH11 1AF,55.941666399999995,-3.2174036,4.0,5,1,Asian Fusion;Indian;Restaurants;Buffets;Italian
54826,6m6Z5SmmM2OV-mizwtkyRw,"""Diner 7""","""7 Commercial Street""",Edinburgh,EDH,EH6 6JA,55.9764419,-3.1708863,4.0,9,1,Restaurants;Burgers
54972,72emeMubKtUZnYXUYznJhQ,"""The Black Fox""","""17 Albert Place""",Edinburgh,EDH,EH7 5HN,55.9622300625,-3.1796739623000003,4.5,16,1,American (Traditional);Burgers;Cocktail Bars;Bars;Pubs;Diners;Restaurants;Nightlife
55056,W-kOZ946xRWBJZvxXhJ7DA,"""Kanpai""","""8-10 Grindlay Street""",Edinburgh,EDH,EH3 9AS,55.9464652,-3.2037598,4.0,70,1,Sushi Bars;Restaurants;Japanese
55241,wYHu5kSIZWeAcJuLkoKm-Q,"""Latitude Coffee""","""81 Rose Street""",Edinburgh,MLN,EH2 3DT,55.952276,-3.200627,3.0,9,1,Restaurants;Food;Cafes;Coffee & Tea
55872,8IqZUA5qPR0O2MlVTOVSSQ,"""Grange Takeaway""","""186 Causewayside""",Edinburgh,EDH,EH9 1PN,55.935497899999994,-3.1798984,3.5,5,1,Sandwiches;Coffee & Tea;Food;Restaurants
55998,563C7-HcjhZwZSl4fK-mfQ,"""The Devil's Advocate""","""9 Advocate Close""",Edinburgh,EDH,EH1 1ND,55.9502327404,-3.1915388652999996,4.5,266,1,American (New);Pubs;Cocktail Bars;Scottish;Wine Bars;Bars;Nightlife;Gastropubs;Restaurants
56086,7wYDK-BK97Yt8z7eDlBKDw,"""The Street""","""2b Picardy Place, New Town""",Edinburgh,EDH,EH1 3JT,55.9568832588,-3.1875339535,3.5,18,1,Restaurants;Pubs;Gay Bars;Gastropubs;Nightlife;Bars
56170,pU4eHR_LOFpmnQRQ5XXO8g,"""Café Grande""","""184 Bruntsfield Place""",Edinburgh,EDH,EH10 4DF,55.9361067,-3.2094077000000003,3.5,27,1,Breakfast & Brunch;Modern European;Food;Coffee & Tea;Cafes;Brasseries;Restaurants;Tea Rooms;Bistros
56403,6RarrMiDbW5fnLilBJrXaQ,"""Olive""","""18 South Clerk Street""",Edinburgh,EDH,EH8 9,55.9405699,-3.1808631000000003,4.0,6,0,Coffee & Tea;Sandwiches;Food;Restaurants;Cafes
56592,t-SyfDBvDnesa8U3TGdCog,"""Steak""","""14 Picardy Place""",Edinburgh,EDH,EH1 3JT,55.9571631,-3.1872526000000003,3.5,23,1,Steakhouses;Restaurants
56696,se9MhDAQjACYMO3LCIfT1Q,"""Mums""","""4a Forrest Road""",Edinburgh,EDH,EH1 2QN,55.9459811578,-3.1907484801,4.0,168,1,Breakfast & Brunch;Gluten-Free;British;Burgers;Restaurants
56702,ce00GkdpzJbDLmoSavSnsQ,"""Tony's Fish Bar""","""7 Ratcliffe Terrace""",Edinburgh,EDH,EH9 1SX,55.93472320000001,-3.1787857,3.5,3,1,Fish & Chips;Fast Food;Restaurants
56708,Z4AN8OES1tlZvtjvAAJmZQ,"""The Nile Valley Cafe""","""6 Chapel Street""",Edinburgh,EDH,EH8 9AY,55.9446571,-3.1859342,4.5,32,1,African;Coffee & Tea;Sandwiches;Food;Restaurants
56787,JqkLCblSs9TUBwIsyLQYmQ,"""Baguette Express Scotland""","""30 Shandwick Place""",Edinburgh,EDH,EH2 4RT,55.949729299999994,-3.209323,4.0,8,1,Fast Food;Restaurants
56827,g_fGPZJlGeKGLgC-j-tj6w,"""The Mussel and Steak Bar""","""110 West Bow""",Edinburgh,EDH,EH1 2HH,55.9480245,-3.1942411,4.0,93,1,Steakhouses;Brasseries;Seafood;Restaurants
56899,ZZQNSVRJ_6ZSdl89MC_eMA,"""Wolf + Water""","""84 Commercial Street""",Edinburgh,EDH,EH6 6LX,55.9768844,-3.1728104999999998,3.5,8,0,Burgers;Pubs;Restaurants;Cocktail Bars;Nightlife;Bars
56934,8B00u__pw6ehtOYhe1_djg,"""Six Degrees North""","""24 Howe Street""",Edinburgh,EDH,EH3 6TG,55.9562925,-3.2026445,4.0,7,1,Bars;Gastropubs;Pubs;Restaurants;Nightlife
56957,K6A1a9m5_irrsmH6a57oNw,"""99 Hanover Street""","""99 Hanover Street""",Edinburgh,EDH,EH2 1DJ,55.954537800000004,-3.1975259,3.5,33,1,Bars;Gastropubs;Nightlife;Restaurants;Dance Clubs;Wine Bars
56976,tLw9Zs8dIdTKlo-82nXHug,"""Brambles Café""","""67 Clerk Street, Newington""",Edinburgh,EDH,EH8 9JG,55.941705500000005,-3.1818076,3.0,5,0,Restaurants;Fast Food;British
57064,9pfYA8ZyheIX4x_OjxRysg,"""Edinburgh Food Studio""","""158 Dalkeith Road""",Edinburgh,EDH,EH16,55.933862216499996,-3.1670169532,5.0,5,1,Diners;Restaurants
57089,nbigRzkq5xDWi2xkCsXfug,"""Papa John's""","""12 South Clerk Street""",Edinburgh,EDH,EH8 9PR,55.940704092299995,-3.18103356,4.0,13,1,Restaurants;Pizza;Fast Food
57092,mYZqyLiUc_mQ4Mfs-WrU4g,"""Kim's Bulgogi""","""11 Saint Stephen Street, Edinburgh""",Edinburgh,EDH,EH3 5AN,55.9576233087,-3.2072319835000003,4.5,3,1,Restaurants;Korean
57125,a2lDvD4WkIk3ha3RJi92OQ,"""Spitaki""","""133-135 East Claremont Street""",Edinburgh,EDH,EH7 4JA,55.9646525,-3.1905097999999996,5.0,3,1,Restaurants;Greek;Mediterranean
57260,rQ6dpYJSZ8zPeBoV5nPvUQ,"""Stefanos Fish & Chips""","""241 Morningside Road""",Edinburgh,EDH,EH10 4QU,55.927496999999995,-3.2090078999999996,1.5,3,1,Restaurants;Fish & Chips
57321,EJ1ylC8DScIqMxO-8vGipg,"""Little Vietnam""","""79 Dalry Road""",Edinburgh,MLN,EH11 2AA,55.9439689,-3.2186447,4.0,3,0,Vietnamese;Asian Fusion;Restaurants
57346,yjBKddxPSOV4vjxWRCX0ug,"""Bombay Bicycle Club""","""6-6a Brougham Place""",Edinburgh,EDH,EH3 9HW,55.9426005,-3.2008646,3.5,14,1,Restaurants;Indian;Pakistani
57383,_pUSVvU43NkI8cMAzENCKg,"""B'est""","""16 Drummond Street""",Edinburgh,EDH,EH8 9TX,55.947355200000004,-3.1851135,4.0,14,1,Bistros;Restaurants;French;Mediterranean
57400,yy13WKIxs9Hjwrq40iUc9Q,"""Ruby Tuesday""","""1001 North Court St""",Medina,OH,44256,41.1526354,-81.86309659999999,2.5,13,1,Restaurants;American (Traditional);Burgers
57524,84QvPwwlIXCL_U7GddXMIg,"""Newhaven Quay Brewers Fayre""","""51-53 Newhaven Place""",Edinburgh,EDH,EH6 4TX,55.9829162,-3.1944802000000005,3.5,12,1,Bars;Restaurants;Gastropubs;Pubs;Nightlife
57528,w1BbvLeKBSKBnlALLhPmGg,"""Malmaison""","""1Tower Place""",Edinburgh,EDH,EH6 7BZ,55.9778623989,-3.1686329842000003,4.0,42,1,Hotels & Travel;Hotels;Event Planning & Services;French;Restaurants
57555,8axxI33rUyswfRk_v3vS0A,"""La Favorita""","""325-331 Leith Walk""",Edinburgh,EDH,EH6 8SA,55.9644189376,-3.1768010124,4.5,110,1,Italian;Pizza;Restaurants
57666,EMzpWGROM3-IPvcwfSEQPQ,"""Wildmanwood Pizza""","""27 Marshall Street""",Edinburgh,EDH,EH8,55.9457885,-3.1864727999999998,4.0,6,1,Restaurants;Cafes;Pizza
57768,pTbbbCOZLS_2dOB3pyI0DQ,"""Metropole - Cafe & Bistro""","""29-33 Newington Road""",Edinburgh,EDH,EH9 1QR,55.9387706,-3.1787491,3.5,17,0,Food;Modern European;Coffee & Tea;Restaurants;Cafes;Breakfast & Brunch
57834,3bWhLIt3B8FQh6zIdQLKvg,"""itchycoo""","""Royal MIle""",Edinburgh,EDH,EH1 1PT,55.9505556,-3.1855556000000003,3.5,6,1,Restaurants
57857,aoBI2tfIwYI7pjEhhTJ6YQ,"""Woodland Creatures""","""260 - 262 Leith Walk""",Edinburgh,EDH,EH6 5EL,55.9664025,-3.1757603,3.5,24,1,Bars;Food;Cafes;Juice Bars & Smoothies;Nightlife;Restaurants
57865,kGH3bPtx0mDO0TnwWIRsaA,"""Room at 34""","""32 Potterrow""",Edinburgh,EDH,EH8 9BT,55.9452642,-3.1866652,4.0,7,0,Lounges;Nightlife;Restaurants;Bars
57940,xfHYllnyxGWBOn5dTFzW7g,"""Home Bistro""","""41 West Nicolson Street""",Edinburgh,EDH,EH8 9DB,55.94461999999999,-3.1854471,4.0,4,0,Restaurants;British
58026,Diyryc6pFBhybFCRqFXfcg,"""Thyme Restaurant""","""716 N Court St""",Medina,OH,44256,41.1464988377,-81.8639373779,4.0,21,0,American (New);Restaurants
58081,irBLpTJc_tVRl6MVW4dQww,"""Pizza Express""","""2a 2nd Floor Ocean Terminal Shopping Centre""",Edinburgh,EDH,EH6 6JJ,55.9800589,-3.1796685,3.5,7,1,Restaurants;Italian;Pizza
58220,QMAm-0CVrqbI76LioU5M_g,"""Romeo's Italian Kitchen""","""1100 N Ct""",Medina,OH,44256,41.15590220000001,-81.8608704,3.5,3,1,Italian;Restaurants
58306,DMP1E6NfBkTfhRn5cbHSuw,"""Origano""","""277 Leith Walk""",Edinburgh,MLN,EH6 8PD,55.9654909,-3.1758729,4.0,15,1,Restaurants;Italian;Pizza
58311,xB6fh4SLQtaXfHHTQG-r8A,"""Upper Crust""","""Waverley Railway Station, Waverley Bridge""",Edinburgh,EDH,EH1 1BB,55.951961499999996,-3.1899439999999997,3.5,7,1,Burgers;Food;Sandwiches;Bakeries;Restaurants;Coffee & Tea
58393,KSfbF9yRldjxkFIExCvmhw,"""Pasha""","""9 Bread Street""",Edinburgh,EDH,EH3 9AL,55.945980072,-3.2043828964,4.0,9,1,Fast Food;Restaurants;Turkish
58499,bupLWeOvxsvozs12ShuK2w,"""Caffeine""","""154 Dundas Street""",Edinburgh,EDH,EH3 5DQ,55.9602448,-3.2008947,4.5,3,1,Cafes;Restaurants;Coffee & Tea;Food
58524,bMEZKjo5LTZS3Hk7zGKflQ,"""Nando's""","""Fountain Park, Fountain Bridge""",Edinburgh,EDH,EH11 1AF,55.9418068231,-3.2163090625,4.0,26,1,Fast Food;Restaurants;Chicken Wings;Portuguese
58534,8GtI_5mG3V1e9vDODgWC1A,"""Imans""","""4-8 Lochrin Buildings, Edinburgh""",Edinburgh,EDH,EH3 9NB,55.94204820000001,-3.2040497,4.5,11,0,Restaurants;Indian
58572,aIs7Tt3pw6ymj3FOPPR4Ng,"""Loudons Cafe & Bakery""","""94B Fountainbridge""",Edinburgh,EDH,EH3 9QA,55.9435562,-3.2081777999999996,4.0,77,1,Food;Cafes;Breakfast & Brunch;Bakeries;Coffee & Tea;Restaurants
58614,YilFrZif0BFuMaSpXLCe3w,"""Rodi""","""121 Morrison Street""",Edinburgh,EDH,EH3 8AJ,55.9459661,-3.2113609,4.0,20,1,Turkish;Restaurants;Halal;Barbeque
58721,noSITPl7XYnWGAZWf_0tjQ,"""Cairngorm Coffee""","""1 Melville Place""",Edinburgh,EDH,EH3 7PR,55.9511870384,-3.2110949932999997,4.0,9,1,Restaurants;Food;Cafes;Coffee & Tea
58792,BLx1j_3rNdZAtdHhZrJIKw,"""Royal Spice""","""3 Hunter Sqaure, Royal Mile""",Edinburgh,EDH,EH1 1QW,55.949662800000006,-3.187741,4.5,7,0,Indian;Restaurants
58813,h5jyl8FK-Sxd051TsVul6w,"""Nonna's Kitchen""","""45 Morningside Road""",Edinburgh,EDH,EH10 4AZ,55.9321024,-3.2098185000000004,4.5,8,1,Italian;Pizza;Restaurants
58861,YDb78yqVp5Dyx7zVr4POvA,"""Café Tartine""","""72 Commercial Street""",Edinburgh,EDH,EH6 6LX,55.9768439,-3.1721862,4.0,10,1,Restaurants;French;Cafes
58883,8YQ-JCAQsuQwpJ5Lgyvpug,"""Pork Butcher George Bowman""","""44 Great Jcn Street""",Edinburgh,EDH,EH6 5LB,55.971362899999995,-3.1729952,4.5,5,1,Fast Food;Food;Specialty Food;Meat Shops;Restaurants
59217,C6hljmEZYZw4pA0OJaFOjQ,"""Café Marlayne""","""13 Antigua Street""",Edinburgh,EDH,EH1 3NH,55.9581557804,-3.1847584248,4.0,43,1,French;Food;Coffee & Tea;Restaurants
59226,kw1-H9krZBVkJNbw2CvUFg,"""Tutto Matto""","""16 Nicolson Street""",Edinburgh,EDH,EH8 9DH,55.9468231,-3.1855472000000002,4.0,13,0,Restaurants;Pizza;Italian
59338,kyZptD5VV1WzwD39njz7rw,"""Buffalo Grill""","""12-14 Chapel St""",Edinburgh,EDH,EH8 9AY,55.9446571,-3.1859342,3.5,24,0,American (Traditional);Restaurants
59483,AaCvs-MCYi_ovN_6eGIHlw,"""Absolute Thai Restaurant""","""22 Valleyfield Street""",Edinburgh,EDH,EH3 9LR,55.941767000000006,-3.202378,4.0,5,1,Restaurants;Thai
59740,0VUISnHjK9z9ihkwyEtpSQ,"""Angels Share""","""7 - 11 Hope Street""",Edinburgh,MLN,EH2 4EL,55.950647100000005,-3.2078898999999996,4.0,30,1,Restaurants;Hotels & Travel;Bars;Brasseries;Hotels;Cocktail Bars;Event Planning & Services;Nightlife
59756,_IAPvUvtCKzNwBH-w81uEQ,"""La Locanda""","""61 Cockburn Street""",Edinburgh,EDH,EH1 1BS,55.9504746795,-3.1890419126,4.5,17,1,Restaurants;Italian;Cafes;French
59758,t09gdNBVocRd30ZAU2MM_Q,"""Burger King""","""Waverley Railway Station""",Edinburgh,EDH,EH1 1BB,55.951961499999996,-3.1899439999999997,3.0,8,1,Fast Food;Restaurants;American (Traditional)
59810,Ch_GzvcAuflif6spKMhvJA,"""Rocksalt""","""46 Constitution Street""",Edinburgh,EDH,EH6 6RS,55.97487660000001,-3.1673542,4.0,13,1,Delis;Food;Restaurants;Coffee & Tea
59937,2RNBi953u-kkoJvX09zWYA,"""Derya Kebabs""","""72 Dalry Road""",Edinburgh,EDH,EH11 2AY,55.942396200000005,-3.2218155,2.5,3,1,Fast Food;Restaurants;Turkish
59941,9RA3wysCNGQD0Xl-z81gxQ,"""Sweet Melindas""","""11 Roseneath Street""",Edinburgh,EDH,EH9 1JH,55.938307200000004,-3.1923589,4.5,20,0,Seafood;Restaurants
59942,a1f__u9BqClhfd5NsxTb6g,"""Blackwood's Bar & Grill""","""6 Gloucester Place""",Edinburgh,EDH,EH3 6EF,55.9566625,-3.2069762,4.5,12,1,Scottish;Restaurants;Nightlife;British;Steakhouses;Bars
